rank,truth_label,truth_kind,match_type,candidate_stage,candidate_category,review_bucket,visibility,confidence,a_document,a_page,b_document,b_page,a_text_source,b_text_source,a_best_word_count,b_best_word_count,a_ocr_route,b_ocr_route,a_tesseract_attempted,b_tesseract_attempted,a_tesseract_usable,b_tesseract_usable,a_openai_ocr_selected,b_openai_ocr_selected,a_low_information,b_low_information,signals,deterministic_passes,diag_group,diag_emb_score,diag_has_supporting_evidence,diag_has_det_pass_matched,diag_has_non_embedding_signal,diag_has_key_token_signal,diag_key_token_score,diag_has_rare_token_signal,diag_rare_token_score,diag_has_perceptual_support,diag_perceptual_score,diag_has_sequence_signal,diag_sequence_score,diag_same_document,diag_a_best_word_count,diag_b_best_word_count,diag_min_word_count,diag_combined_word_count,diag_matched_passes,diag_non_embedding_signal_names
1656,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8862,received_records/received_batch_002.pdf,5,ere_records/ere_record_010.pdf,5,ocr,native,47,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8862,,unlabeled,0.8862,False,False,False,False,,False,,False,,False,,False,47,32,32,79,,
1657,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8861,ere_records/ere_record_016.pdf,4,ere_records/ere_record_009.pdf,7,ocr,native,42,45,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8861,,unlabeled,0.8861,False,False,False,False,,False,,False,,False,,False,42,45,42,87,,
1658,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8861,received_records/received_batch_015.pdf,2,received_records/received_batch_019.pdf,4,native,ocr,31,50,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8861,,unlabeled,0.8861,False,False,False,False,,False,,False,,False,,False,31,50,31,81,,
1659,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.886,ere_records/ere_record_016.pdf,4,received_records/received_batch_031.pdf,4,ocr,native,42,45,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8860,,unlabeled,0.886,False,False,False,False,,False,,False,,False,,False,42,45,42,87,,
1660,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.886,ere_records/ere_record_017.pdf,5,received_records/received_batch_016.pdf,3,ocr,ocr,45,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8860,,unlabeled,0.886,False,False,False,False,,False,,False,,False,,False,45,38,38,83,,
1661,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8859,received_records/received_batch_015.pdf,4,received_records/received_batch_021.pdf,4,native,ocr,34,46,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8859,,unlabeled,0.8859,False,False,False,False,,False,,False,,False,,False,34,46,34,80,,
1662,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8855,ere_records/ere_record_025.pdf,3,ere_records/ere_record_019.pdf,3,ocr,ocr,39,43,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8855,,unlabeled,0.8855,False,False,False,False,,False,,False,,False,,False,39,43,39,82,,
1663,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8855,received_records/received_batch_014.pdf,3,received_records/received_batch_019.pdf,4,native,ocr,32,50,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8855,,unlabeled,0.8855,False,False,False,False,,False,,False,,False,,False,32,50,32,82,,
1664,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8853,received_records/received_batch_020.pdf,5,received_records/received_batch_027.pdf,1,native,native,41,40,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8853,,unlabeled,0.8853,False,False,False,False,,False,,False,,False,,False,41,40,40,81,,
1665,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8852,ere_records/ere_record_001.pdf,1,received_records/received_batch_001.pdf,1,native,native,50,47,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8852,,unlabeled,0.8852,False,False,False,False,,False,,False,,False,,False,50,47,47,97,,
1666,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8852,ere_records/ere_record_008.pdf,7,received_records/received_batch_029.pdf,6,ocr,ocr,36,36,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8852,,unlabeled,0.8852,False,False,False,False,,False,,False,,False,,False,36,36,36,72,,
1667,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8851,ere_records/ere_record_018.pdf,4,received_records/received_batch_002.pdf,3,ocr,ocr,47,58,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8851,,unlabeled,0.8851,False,False,False,False,,False,,False,,False,,False,47,58,47,105,,
1668,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8851,ere_records/ere_record_025.pdf,1,received_records/received_batch_025.pdf,4,native,ocr,38,41,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8851,,unlabeled,0.8851,False,False,False,False,,False,,False,,False,,False,38,41,38,79,,
1669,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.885,ere_records/ere_record_003.pdf,4,ere_records/ere_record_025.pdf,4,ocr,ocr,55,50,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8850,,unlabeled,0.885,False,False,False,False,,False,,False,,False,,False,55,50,50,105,,
1670,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.885,received_records/received_batch_014.pdf,1,received_records/received_batch_005.pdf,7,native,ocr,35,48,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8850,,unlabeled,0.885,False,False,False,False,,False,,False,,False,,False,35,48,35,83,,
1671,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.885,received_records/received_batch_021.pdf,4,received_records/received_batch_032.pdf,7,ocr,native,46,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8850,,unlabeled,0.885,False,False,False,False,,False,,False,,False,,False,46,34,34,80,,
1672,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.885,received_records/received_batch_023.pdf,6,received_records/received_batch_024.pdf,4,ocr,ocr,47,35,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8850,,unlabeled,0.885,False,False,False,False,,False,,False,,False,,False,47,35,35,82,,
1673,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8848,received_records/received_batch_015.pdf,4,received_records/received_batch_019.pdf,4,native,ocr,34,50,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8848,,unlabeled,0.8848,False,False,False,False,,False,,False,,False,,False,34,50,34,84,,
1674,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8847,ere_records/ere_record_009.pdf,3,received_records/received_batch_032.pdf,4,ocr,ocr,47,47,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8847,,unlabeled,0.8847,False,False,False,False,,False,,False,,False,,False,47,47,47,94,,
1675,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8847,ere_records/ere_record_011.pdf,1,received_records/received_batch_020.pdf,5,native,native,43,41,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8847,,unlabeled,0.8847,False,False,False,False,,False,,False,,False,,False,43,41,41,84,,
1676,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8847,ere_records/ere_record_015.pdf,4,received_records/received_batch_004.pdf,4,ocr,ocr,56,43,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8847,,unlabeled,0.8847,False,False,False,False,,False,,False,,False,,False,56,43,43,99,,
1677,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8847,received_records/received_batch_010.pdf,2,received_records/received_batch_010.pdf,4,native,native,40,40,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8847,,unlabeled,0.8847,False,False,False,False,,False,,False,,False,,True,40,40,40,80,,
1678,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8846,ere_records/ere_record_007.pdf,6,received_records/received_batch_005.pdf,6,ocr,ocr,69,43,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8846,,unlabeled,0.8846,False,False,False,False,,False,,False,,False,,False,69,43,43,112,,
1679,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8844,ere_records/ere_record_017.pdf,5,received_records/received_batch_014.pdf,2,ocr,ocr,45,31,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8844,,unlabeled,0.8844,False,False,False,False,,False,,False,,False,,False,45,31,31,76,,
1680,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8842,ere_records/ere_record_022.pdf,5,received_records/received_batch_005.pdf,1,ocr,native,34,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8842,,unlabeled,0.8842,False,False,False,False,,False,,False,,False,,False,34,32,32,66,,
1681,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8841,ere_records/ere_record_017.pdf,5,ere_records/ere_record_018.pdf,7,ocr,ocr,45,36,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8841,,unlabeled,0.8841,False,False,False,False,,False,,False,,False,,False,45,36,36,81,,
1682,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8841,received_records/received_batch_002.pdf,1,received_records/received_batch_004.pdf,2,native,native,41,42,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8841,,unlabeled,0.8841,False,False,False,False,,False,,False,,False,,False,41,42,41,83,,
1683,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.884,ere_records/ere_record_021.pdf,6,received_records/received_batch_017.pdf,6,ocr,ocr,59,67,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8840,,unlabeled,0.884,False,False,False,False,,False,,False,,False,,False,59,67,59,126,,
1684,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8839,ere_records/ere_record_008.pdf,7,received_records/received_batch_032.pdf,8,ocr,ocr,36,72,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8839,,unlabeled,0.8839,False,False,False,False,,False,,False,,False,,False,36,72,36,108,,
1685,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8838,ere_records/ere_record_006.pdf,1,received_records/received_batch_004.pdf,2,native,native,44,42,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8838,,unlabeled,0.8838,False,False,False,False,,False,,False,,False,,False,44,42,42,86,,
1686,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8838,ere_records/ere_record_021.pdf,4,ere_records/ere_record_025.pdf,5,ocr,ocr,43,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8838,,unlabeled,0.8838,False,False,False,False,,False,,False,,False,,False,43,34,34,77,,
1687,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8838,received_records/received_batch_010.pdf,4,received_records/received_batch_032.pdf,2,native,native,40,40,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8838,,unlabeled,0.8838,False,False,False,False,,False,,False,,False,,False,40,40,40,80,,
1688,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8837,ere_records/ere_record_018.pdf,2,received_records/received_batch_008.pdf,4,native,ocr,46,46,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8837,,unlabeled,0.8837,False,False,False,False,,False,,False,,False,,False,46,46,46,92,,
1689,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8835,ere_records/ere_record_005.pdf,5,received_records/received_batch_018.pdf,1,native,native,40,38,native_only,tesseract_weak,False,True,False,True,False,False,False,False,embedding_similarity=0.8835,,unlabeled,0.8835,False,False,False,False,,False,,False,,False,,False,40,38,38,78,,
1690,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8835,received_records/received_batch_024.pdf,7,received_records/received_batch_028.pdf,4,native,ocr,32,45,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8835,,unlabeled,0.8835,False,False,False,False,,False,,False,,False,,False,32,45,32,77,,
1691,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8834,received_records/received_batch_009.pdf,5,ere_records/ere_record_028.pdf,6,ocr,native,64,41,openai_ocr_fallback,native_only,True,False,False,False,True,False,False,False,embedding_similarity=0.8834,,unlabeled,0.8834,False,False,False,False,,False,,False,,False,,False,64,41,41,105,,
1692,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8832,ere_records/ere_record_021.pdf,4,received_records/received_batch_016.pdf,6,ocr,ocr,43,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8832,,unlabeled,0.8832,False,False,False,False,,False,,False,,False,,False,43,38,38,81,,
1693,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8831,ere_records/ere_record_002.pdf,4,received_records/received_batch_029.pdf,2,ocr,native,41,38,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8831,,unlabeled,0.8831,False,False,False,False,,False,,False,,False,,False,41,38,38,79,,
1694,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8831,ere_records/ere_record_005.pdf,5,ere_records/ere_record_024.pdf,3,native,ocr,40,43,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8831,,unlabeled,0.8831,False,False,False,False,,False,,False,,False,,False,40,43,40,83,,
1695,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8831,ere_records/ere_record_006.pdf,1,ere_records/ere_record_012.pdf,3,native,native,44,42,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8831,,unlabeled,0.8831,False,False,False,False,,False,,False,,False,,False,44,42,42,86,,
1696,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8831,ere_records/ere_record_016.pdf,4,ere_records/ere_record_025.pdf,3,ocr,ocr,42,39,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8831,,unlabeled,0.8831,False,False,False,False,,False,,False,,False,,False,42,39,39,81,,
1697,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8831,received_records/received_batch_002.pdf,5,received_records/received_batch_005.pdf,4,ocr,native,47,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8831,,unlabeled,0.8831,False,False,False,False,,False,,False,,False,,False,47,35,35,82,,
1698,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.883,received_records/received_batch_023.pdf,6,received_records/received_batch_024.pdf,2,ocr,native,47,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8830,,unlabeled,0.883,False,False,False,False,,False,,False,,False,,False,47,35,35,82,,
1699,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8829,ere_records/ere_record_005.pdf,5,ere_records/ere_record_013.pdf,2,native,native,40,38,native_only,tesseract_weak,False,True,False,True,False,False,False,False,embedding_similarity=0.8829,,unlabeled,0.8829,False,False,False,False,,False,,False,,False,,False,40,38,38,78,,
1700,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8829,ere_records/ere_record_010.pdf,3,ere_records/ere_record_010.pdf,4,ocr,native,55,34,openai_ocr_fallback,tesseract_weak,True,True,False,True,True,False,False,False,embedding_similarity=0.8829,,unlabeled,0.8829,False,False,False,False,,False,,False,,False,,True,55,34,34,89,,
1701,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8829,ere_records/ere_record_016.pdf,2,received_records/received_batch_011.pdf,2,native,ocr,47,49,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8829,,unlabeled,0.8829,False,False,False,False,,False,,False,,False,,False,47,49,47,96,,
1702,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8829,received_records/received_batch_022.pdf,2,received_records/received_batch_008.pdf,2,native,native,43,44,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8829,,unlabeled,0.8829,False,False,False,False,,False,,False,,False,,False,43,44,43,87,,
1703,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8828,ere_records/ere_record_003.pdf,4,ere_records/ere_record_012.pdf,5,ocr,native,55,32,openai_ocr_fallback,tesseract_weak,True,True,False,True,True,False,False,False,embedding_similarity=0.8828,,unlabeled,0.8828,False,False,False,False,,False,,False,,False,,False,55,32,32,87,,
1704,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8828,ere_records/ere_record_018.pdf,3,ere_records/ere_record_025.pdf,7,ocr,ocr,79,97,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8828,,unlabeled,0.8828,False,False,False,False,,False,,False,,False,,False,79,97,79,176,,
1705,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8828,received_records/received_batch_002.pdf,5,received_records/received_batch_014.pdf,1,ocr,native,47,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8828,,unlabeled,0.8828,False,False,False,False,,False,,False,,False,,False,47,35,35,82,,
1706,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8827,ere_records/ere_record_007.pdf,6,ere_records/ere_record_010.pdf,3,ocr,ocr,69,55,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8827,,unlabeled,0.8827,False,False,False,False,,False,,False,,False,,False,69,55,55,124,,
1707,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8827,received_records/received_batch_002.pdf,5,received_records/received_batch_019.pdf,7,ocr,native,47,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8827,,unlabeled,0.8827,False,False,False,False,,False,,False,,False,,False,47,34,34,81,,
1708,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8824,ere_records/ere_record_001.pdf,2,ere_records/ere_record_018.pdf,2,native,native,43,46,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8824,,unlabeled,0.8824,False,False,False,False,,False,,False,,False,,False,43,46,43,89,,
1709,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8823,ere_records/ere_record_005.pdf,5,ere_records/ere_record_025.pdf,1,native,native,40,38,native_only,tesseract_weak,False,True,False,True,False,False,False,False,embedding_similarity=0.8823,,unlabeled,0.8823,False,False,False,False,,False,,False,,False,,False,40,38,38,78,,
1710,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8823,ere_records/ere_record_005.pdf,5,received_records/received_batch_032.pdf,1,native,native,40,38,native_only,tesseract_weak,False,True,False,True,False,False,False,False,embedding_similarity=0.8823,,unlabeled,0.8823,False,False,False,False,,False,,False,,False,,False,40,38,38,78,,
1711,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8823,received_records/received_batch_016.pdf,4,received_records/received_batch_019.pdf,4,native,ocr,31,50,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8823,,unlabeled,0.8823,False,False,False,False,,False,,False,,False,,False,31,50,31,81,,
1712,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8822,received_records/received_batch_004.pdf,4,received_records/received_batch_010.pdf,2,ocr,native,43,40,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8822,,unlabeled,0.8822,False,False,False,False,,False,,False,,False,,False,43,40,40,83,,
1713,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8821,ere_records/ere_record_007.pdf,6,received_records/received_batch_005.pdf,7,ocr,ocr,69,48,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8821,,partial,0.8821,False,False,False,False,,False,,False,,False,,False,69,48,48,117,,
1714,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8821,ere_records/ere_record_021.pdf,4,ere_records/ere_record_010.pdf,2,ocr,ocr,43,33,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8821,,unlabeled,0.8821,False,False,False,False,,False,,False,,False,,False,43,33,33,76,,
1715,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8821,received_records/received_batch_021.pdf,6,received_records/received_batch_032.pdf,6,native,ocr,34,45,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8821,,unlabeled,0.8821,False,False,False,False,,False,,False,,False,,False,34,45,34,79,,
1716,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8819,received_records/received_batch_007.pdf,1,received_records/received_batch_006.pdf,2,native,ocr,38,40,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8819,,unlabeled,0.8819,False,False,False,False,,False,,False,,False,,False,38,40,38,78,,
1717,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8819,received_records/received_batch_010.pdf,4,received_records/received_batch_017.pdf,1,native,native,40,40,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8819,,unlabeled,0.8819,False,False,False,False,,False,,False,,False,,False,40,40,40,80,,
1718,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8818,ere_records/ere_record_003.pdf,4,received_records/received_batch_019.pdf,6,ocr,ocr,55,47,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8818,,unlabeled,0.8818,False,False,False,False,,False,,False,,False,,False,55,47,47,102,,
1719,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8818,ere_records/ere_record_013.pdf,8,received_records/received_batch_004.pdf,6,ocr,ocr,35,31,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8818,,unlabeled,0.8818,False,False,False,False,,False,,False,,False,,False,35,31,31,66,,
1720,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8817,received_records/received_batch_004.pdf,4,received_records/received_batch_017.pdf,1,ocr,native,43,40,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8817,,unlabeled,0.8817,False,False,False,False,,False,,False,,False,,False,43,40,40,83,,
1721,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8816,ere_records/ere_record_008.pdf,7,ere_records/ere_record_027.pdf,7,ocr,native,36,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.8816,,unlabeled,0.8816,False,False,False,False,,False,,False,,False,,False,36,32,32,68,,
1722,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8816,ere_records/ere_record_021.pdf,5,received_records/received_batch_002.pdf,4,ocr,ocr,45,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8816,,unlabeled,0.8816,False,False,False,False,,False,,False,,False,,False,45,34,34,79,,
1723,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8812,received_records/received_batch_010.pdf,4,ere_records/ere_record_028.pdf,3,native,ocr,40,54,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8812,,unlabeled,0.8812,False,False,False,False,,False,,False,,False,,False,40,54,40,94,,
1724,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8811,ere_records/ere_record_008.pdf,7,received_records/received_batch_002.pdf,7,ocr,ocr,36,45,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8811,,unlabeled,0.8811,False,False,False,False,,False,,False,,False,,False,36,45,36,81,,
1725,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8811,ere_records/ere_record_011.pdf,1,received_records/received_batch_018.pdf,6,native,ocr,43,43,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8811,,unlabeled,0.8811,False,False,False,False,,False,,False,,False,,False,43,43,43,86,,
1726,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.881,ere_records/ere_record_021.pdf,4,received_records/received_batch_028.pdf,6,ocr,ocr,43,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8810,,unlabeled,0.881,False,False,False,False,,False,,False,,False,,False,43,34,34,77,,
