rank,truth_label,truth_kind,match_type,candidate_stage,candidate_category,review_bucket,visibility,confidence,a_document,a_page,b_document,b_page,a_text_source,b_text_source,a_best_word_count,b_best_word_count,a_ocr_route,b_ocr_route,a_tesseract_attempted,b_tesseract_attempted,a_tesseract_usable,b_tesseract_usable,a_openai_ocr_selected,b_openai_ocr_selected,a_low_information,b_low_information,signals,deterministic_passes,diag_group,diag_emb_score,diag_has_supporting_evidence,diag_has_det_pass_matched,diag_has_non_embedding_signal,diag_has_key_token_signal,diag_key_token_score,diag_has_rare_token_signal,diag_rare_token_score,diag_has_perceptual_support,diag_perceptual_score,diag_has_sequence_signal,diag_sequence_score,diag_same_document,diag_a_best_word_count,diag_b_best_word_count,diag_min_word_count,diag_combined_word_count,diag_matched_passes,diag_non_embedding_signal_names
2824,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8967,source_C_scanned_mail/evidence_bundle_partial_0007_full.pdf,6,source_F_fax_batch/evidence_bundle_partial_0010_excerpt.pdf,1,ocr,ocr,45,77,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8967,,unlabeled,0.8967,False,False,False,False,,False,,False,,False,,False,45,77,45,122,,
2825,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8967,source_D_legacy_export/intake_batch_004.pdf,6,source_E_manual_rescan/intake_batch_004.pdf,3,ocr,ocr,65,37,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8967,,unlabeled,0.8967,False,False,False,False,,False,,False,,False,,False,65,37,37,102,,
2826,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8966,source_C_scanned_mail/evidence_bundle_partial_0007_full.pdf,2,source_F_fax_batch/evidence_bundle_partial_0011_excerpt.pdf,1,ocr,ocr,48,79,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8966,,unlabeled,0.8966,False,False,False,False,,False,,False,,False,,False,48,79,48,127,,
2827,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8966,source_E_manual_rescan/evidence_bundle_partial_0011_full.pdf,1,source_F_fax_batch/evidence_bundle_partial_0012_full.pdf,3,ocr,ocr,45,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8966,,unlabeled,0.8966,False,False,False,False,,False,,False,,False,,False,45,38,38,83,,
2828,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8965,source_B_email_attachment/intake_batch_002.pdf,6,source_C_scanned_mail/intake_batch_001.pdf,5,ocr,native,50,51,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8965,,unlabeled,0.8965,False,False,False,False,,False,,False,,False,,False,50,51,50,101,,
2829,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8965,source_B_email_attachment/intake_batch_004.pdf,17,source_B_email_attachment/intake_batch_005.pdf,10,ocr,native,45,47,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8965,,unlabeled,0.8965,False,False,False,False,,False,,False,,False,,False,45,47,45,92,,
2830,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8965,source_D_legacy_export/intake_batch_001.pdf,1,source_B_email_attachment/intake_batch_001.pdf,12,ocr,ocr,32,31,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8965,,unlabeled,0.8965,False,False,False,False,,False,,False,,False,,False,32,31,31,63,,
2831,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8965,source_D_legacy_export/intake_batch_004.pdf,12,source_B_email_attachment/intake_batch_006.pdf,7,ocr,ocr,93,89,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8965,,unlabeled,0.8965,False,False,False,False,,False,,False,,False,,False,93,89,89,182,,
2832,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8965,source_F_fax_batch/intake_batch_002.pdf,14,source_F_fax_batch/intake_batch_002.pdf,5,ocr,ocr,65,75,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8965,,unlabeled,0.8965,False,False,False,False,,False,,False,,False,,True,65,75,65,140,,
2833,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8964,source_B_email_attachment/intake_batch_004.pdf,9,source_C_scanned_mail/intake_batch_002.pdf,15,ocr,ocr,69,37,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8964,,unlabeled,0.8964,False,False,False,False,,False,,False,,False,,False,69,37,37,106,,
2834,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8964,source_D_legacy_export/intake_batch_003.pdf,2,source_C_scanned_mail/intake_batch_004.pdf,7,ocr,native,41,48,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8964,,unlabeled,0.8964,False,False,False,False,,False,,False,,False,,False,41,48,41,89,,
2835,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8963,source_A_client_upload/intake_batch_002.pdf,9,source_E_manual_rescan/intake_batch_004.pdf,11,ocr,ocr,41,84,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8963,,unlabeled,0.8963,False,False,False,False,,False,,False,,False,,False,41,84,41,125,,
2836,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8963,source_B_email_attachment/intake_batch_003.pdf,7,source_F_fax_batch/intake_batch_004.pdf,9,ocr,ocr,39,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8963,,unlabeled,0.8963,False,False,False,False,,False,,False,,False,,False,39,38,38,77,,
2837,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8962,source_A_client_upload/intake_batch_002.pdf,11,source_C_scanned_mail/intake_batch_004.pdf,14,ocr,ocr,37,78,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8962,,unlabeled,0.8962,False,False,False,False,,False,,False,,False,,False,37,78,37,115,,
2838,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8962,source_B_email_attachment/intake_batch_006.pdf,12,source_B_email_attachment/intake_batch_006.pdf,4,ocr,ocr,31,63,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.8962,,unlabeled,0.8962,False,False,False,False,,False,,False,,False,,True,31,63,31,94,,
2839,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8962,source_C_scanned_mail/intake_batch_002.pdf,18,source_C_scanned_mail/intake_batch_003.pdf,1,ocr,ocr,77,89,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8962,,unlabeled,0.8962,False,False,False,False,,False,,False,,False,,False,77,89,77,166,,
2840,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8962,source_D_legacy_export/intake_batch_005.pdf,7,source_E_manual_rescan/intake_batch_004.pdf,12,ocr,ocr,33,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8962,,unlabeled,0.8962,False,False,False,False,,False,,False,,False,,False,33,34,33,67,,
2841,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8961,source_A_client_upload/intake_batch_002.pdf,15,source_B_email_attachment/intake_batch_005.pdf,18,ocr,ocr,32,36,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8961,,unlabeled,0.8961,False,False,False,False,,False,,False,,False,,False,32,36,32,68,,
2842,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8961,source_A_client_upload/intake_batch_004.pdf,5,source_C_scanned_mail/intake_batch_005.pdf,11,ocr,ocr,61,36,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8961,,unlabeled,0.8961,False,False,False,False,,False,,False,,False,,False,61,36,36,97,,
2843,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8961,source_C_scanned_mail/intake_batch_002.pdf,16,source_C_scanned_mail/intake_batch_004.pdf,7,ocr,native,43,48,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8961,,unlabeled,0.8961,False,False,False,False,,False,,False,,False,,False,43,48,43,91,,
2844,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8961,source_C_scanned_mail/intake_batch_005.pdf,3,source_F_fax_batch/intake_batch_001.pdf,11,ocr,ocr,62,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8961,,unlabeled,0.8961,False,False,False,False,,False,,False,,False,,False,62,35,35,97,,
2845,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.896,source_C_scanned_mail/intake_batch_005.pdf,11,source_B_email_attachment/intake_batch_001.pdf,8,ocr,ocr,36,35,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8960,,unlabeled,0.896,False,False,False,False,,False,,False,,False,,False,36,35,35,71,,
2846,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.896,source_E_manual_rescan/evidence_bundle_partial_0004_full.pdf,1,source_F_fax_batch/evidence_bundle_partial_0002_full.pdf,1,ocr,ocr,34,45,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8960,,unlabeled,0.896,False,False,False,False,,False,,False,,False,,False,34,45,34,79,,
2847,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8958,source_A_client_upload/intake_batch_003.pdf,9,source_B_email_attachment/intake_batch_004.pdf,12,ocr,ocr,51,50,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8958,,unlabeled,0.8958,False,False,False,False,,False,,False,,False,,False,51,50,50,101,,
2848,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8958,source_D_legacy_export/intake_batch_005.pdf,11,source_B_email_attachment/intake_batch_001.pdf,4,ocr,ocr,76,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8958,,unlabeled,0.8958,False,False,False,False,,False,,False,,False,,False,76,35,35,111,,
2849,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8957,source_B_email_attachment/intake_batch_003.pdf,12,source_D_legacy_export/intake_batch_003.pdf,1,native,ocr,43,40,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8957,,unlabeled,0.8957,False,False,False,False,,False,,False,,False,,False,43,40,40,83,,
2850,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8956,source_D_legacy_export/intake_batch_005.pdf,12,source_F_fax_batch/intake_batch_003.pdf,7,ocr,ocr,38,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8956,,unlabeled,0.8956,False,False,False,False,,False,,False,,False,,False,38,38,38,76,,
2851,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8955,source_C_scanned_mail/intake_batch_005.pdf,3,source_F_fax_batch/intake_batch_001.pdf,10,ocr,ocr,62,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8955,,unlabeled,0.8955,False,False,False,False,,False,,False,,False,,False,62,35,35,97,,
2852,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8955,source_D_legacy_export/intake_batch_005.pdf,11,source_D_legacy_export/intake_batch_001.pdf,8,ocr,ocr,76,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8955,,unlabeled,0.8955,False,False,False,False,,False,,False,,False,,False,76,35,35,111,,
2853,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8953,source_A_client_upload/intake_batch_004.pdf,5,source_D_legacy_export/intake_batch_001.pdf,8,ocr,ocr,61,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8953,,unlabeled,0.8953,False,False,False,False,,False,,False,,False,,False,61,35,35,96,,
2854,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8953,source_A_client_upload/intake_batch_004.pdf,5,source_B_email_attachment/intake_batch_004.pdf,16,ocr,ocr,61,78,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8953,,unlabeled,0.8953,False,False,False,False,,False,,False,,False,,False,61,78,61,139,,
2855,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8953,source_C_scanned_mail/intake_batch_002.pdf,1,source_F_fax_batch/intake_batch_001.pdf,5,ocr,ocr,38,39,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8953,,unlabeled,0.8953,False,False,False,False,,False,,False,,False,,False,38,39,38,77,,
2856,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8953,source_D_legacy_export/intake_batch_003.pdf,2,source_B_email_attachment/intake_batch_006.pdf,11,ocr,native,41,48,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8953,,unlabeled,0.8953,False,False,False,False,,False,,False,,False,,False,41,48,41,89,,
2857,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_A_client_upload/intake_batch_001.pdf,13,source_C_scanned_mail/intake_batch_003.pdf,13,ocr,ocr,40,39,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,40,39,39,79,,
2858,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_B_email_attachment/intake_batch_002.pdf,10,source_D_legacy_export/intake_batch_003.pdf,17,native,native,39,42,tesseract_weak,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,39,42,39,81,,
2859,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_B_email_attachment/intake_batch_004.pdf,10,source_A_client_upload/intake_batch_001.pdf,16,ocr,ocr,94,83,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,94,83,83,177,,
2860,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_B_email_attachment/intake_batch_004.pdf,12,source_C_scanned_mail/intake_batch_001.pdf,5,ocr,native,50,51,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,50,51,50,101,,
2861,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_D_legacy_export/intake_batch_003.pdf,17,source_F_fax_batch/intake_batch_001.pdf,12,native,ocr,42,39,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,42,39,39,81,,
2862,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8952,source_F_fax_batch/intake_batch_002.pdf,14,source_F_fax_batch/intake_batch_001.pdf,3,ocr,ocr,65,31,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8952,,unlabeled,0.8952,False,False,False,False,,False,,False,,False,,False,65,31,31,96,,
2863,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8951,source_B_email_attachment/intake_batch_004.pdf,12,source_C_scanned_mail/intake_batch_001.pdf,4,ocr,native,50,51,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8951,,unlabeled,0.8951,False,False,False,False,,False,,False,,False,,False,50,51,50,101,,
2864,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8951,source_D_legacy_export/intake_batch_002.pdf,9,source_C_scanned_mail/intake_batch_003.pdf,2,ocr,ocr,65,34,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8951,,unlabeled,0.8951,False,False,False,False,,False,,False,,False,,False,65,34,34,99,,
2865,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8951,source_D_legacy_export/intake_batch_004.pdf,4,source_F_fax_batch/intake_batch_001.pdf,9,ocr,native,45,46,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.8951,,unlabeled,0.8951,False,False,False,False,,False,,False,,False,,False,45,46,45,91,,
2866,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8951,source_F_fax_batch/intake_batch_001.pdf,1,source_F_fax_batch/intake_batch_004.pdf,8,ocr,ocr,32,32,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8951,,unlabeled,0.8951,False,False,False,False,,False,,False,,False,,False,32,32,32,64,,
2867,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8951,source_F_fax_batch/intake_batch_002.pdf,14,source_F_fax_batch/intake_batch_001.pdf,2,ocr,ocr,65,31,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8951,,unlabeled,0.8951,False,False,False,False,,False,,False,,False,,False,65,31,31,96,,
2868,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.895,source_A_client_upload/intake_batch_004.pdf,16,source_A_client_upload/intake_batch_001.pdf,16,ocr,ocr,82,83,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8950,,unlabeled,0.895,False,False,False,False,,False,,False,,False,,False,82,83,82,165,,
2869,not_duplicate,template_hard_negative,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.895,source_B_email_attachment/intake_batch_003.pdf,16,source_C_scanned_mail/intake_batch_005.pdf,14,ocr,ocr,74,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8950,,kn,0.895,False,False,False,False,,False,,False,,False,,False,74,35,35,109,,
2870,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.895,source_C_scanned_mail/evidence_bundle_partial_0007_full.pdf,6,source_E_manual_rescan/evidence_bundle_partial_0005_full.pdf,1,ocr,ocr,45,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8950,,unlabeled,0.895,False,False,False,False,,False,,False,,False,,False,45,34,34,79,,
2871,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8949,source_C_scanned_mail/intake_batch_002.pdf,1,source_F_fax_batch/intake_batch_001.pdf,4,ocr,ocr,38,39,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8949,,unlabeled,0.8949,False,False,False,False,,False,,False,,False,,False,38,39,38,77,,
2872,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8949,source_D_legacy_export/evidence_bundle_partial_0013_full.pdf,3,source_F_fax_batch/evidence_bundle_partial_0015_full.pdf,4,ocr,ocr,55,32,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8949,,unlabeled,0.8949,False,False,False,False,,False,,False,,False,,False,55,32,32,87,,
2873,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8949,source_D_legacy_export/intake_batch_001.pdf,2,source_B_email_attachment/intake_batch_001.pdf,12,ocr,ocr,32,31,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8949,,unlabeled,0.8949,False,False,False,False,,False,,False,,False,,False,32,31,31,63,,
2874,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8949,source_D_legacy_export/intake_batch_004.pdf,4,source_E_manual_rescan/intake_batch_004.pdf,14,ocr,ocr,45,47,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8949,,unlabeled,0.8949,False,False,False,False,,False,,False,,False,,False,45,47,45,92,,
2875,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8948,source_A_client_upload/intake_batch_004.pdf,5,source_B_email_attachment/intake_batch_001.pdf,4,ocr,ocr,61,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8948,,unlabeled,0.8948,False,False,False,False,,False,,False,,False,,False,61,35,35,96,,
2876,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8948,source_A_client_upload/intake_batch_004.pdf,16,source_D_legacy_export/intake_batch_004.pdf,17,ocr,ocr,82,93,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8948,,unlabeled,0.8948,False,False,False,False,,False,,False,,False,,False,82,93,82,175,,
2877,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8948,source_B_email_attachment/intake_batch_003.pdf,16,source_F_fax_batch/intake_batch_001.pdf,11,ocr,ocr,74,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8948,,unlabeled,0.8948,False,False,False,False,,False,,False,,False,,False,74,35,35,109,,
2878,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8947,source_A_client_upload/intake_batch_005.pdf,8,source_F_fax_batch/intake_batch_002.pdf,4,ocr,ocr,32,31,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8947,,unlabeled,0.8947,False,False,False,False,,False,,False,,False,,False,32,31,31,63,,
2879,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8947,source_C_scanned_mail/intake_batch_001.pdf,7,source_F_fax_batch/intake_batch_004.pdf,1,native,ocr,43,43,native_only,tesseract_usable,False,True,False,True,False,False,False,False,embedding_similarity=0.8947,,unlabeled,0.8947,False,False,False,False,,False,,False,,False,,False,43,43,43,86,,
2880,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8947,source_D_legacy_export/evidence_bundle_partial_0008_full.pdf,2,source_E_manual_rescan/evidence_bundle_partial_0004_full.pdf,2,ocr,ocr,36,49,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8947,,unlabeled,0.8947,False,False,False,False,,False,,False,,False,,False,36,49,36,85,,
2881,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8947,source_D_legacy_export/intake_batch_002.pdf,7,source_D_legacy_export/intake_batch_004.pdf,9,ocr,ocr,73,56,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8947,,unlabeled,0.8947,False,False,False,False,,False,,False,,False,,False,73,56,56,129,,
2882,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8946,source_D_legacy_export/intake_batch_005.pdf,11,source_F_fax_batch/intake_batch_004.pdf,18,ocr,ocr,76,67,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8946,,unlabeled,0.8946,False,False,False,False,,False,,False,,False,,False,76,67,67,143,,
2883,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8945,source_A_client_upload/intake_batch_001.pdf,13,source_B_email_attachment/intake_batch_006.pdf,13,ocr,ocr,40,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8945,,unlabeled,0.8945,False,False,False,False,,False,,False,,False,,False,40,38,38,78,,
2884,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8945,source_B_email_attachment/intake_batch_003.pdf,16,source_F_fax_batch/intake_batch_001.pdf,10,ocr,ocr,74,35,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8945,,unlabeled,0.8945,False,False,False,False,,False,,False,,False,,False,74,35,35,109,,
2885,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8945,source_C_scanned_mail/intake_batch_002.pdf,9,source_C_scanned_mail/intake_batch_001.pdf,13,ocr,ocr,97,91,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.8945,,unlabeled,0.8945,False,False,False,False,,False,,False,,False,,False,97,91,91,188,,
2886,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8945,source_E_manual_rescan/intake_batch_001.pdf,11,source_F_fax_batch/intake_batch_001.pdf,6,native,native,41,41,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.8945,,unlabeled,0.8945,False,False,False,False,,False,,False,,False,,False,41,41,41,82,,
2887,not_duplicate,same_document_different_version,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8944,source_B_email_attachment/intake_batch_003.pdf,15,source_E_manual_rescan/intake_batch_003.pdf,2,ocr,ocr,107,54,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.8944,,kn,0.8944,False,False,False,False,,False,,False,,False,,False,107,54,54,161,,
2888,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.8944,source_B_email_attachment/intake_batch_004.pdf,12,source_B_email_attachment/intake_batch_005.pdf,12,ocr,ocr,50,49,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.8944,,unlabeled,0.8944,False,False,False,False,,False,,False,,False,,False,50,49,49,99,,
