page_id,document_name,page_number,source_group,record_type,case_id,duplicate_cluster_id,text_availability,ocr_difficulty,visual_quality,is_low_information_page,hard_negative_trap_type
v2_case_015_explosion_visit_025,received_records_002.pdf,31,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_026,received_records_followups_003.pdf,28,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_027,ere_batch_001.pdf,13,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_028,ere_batch_002.pdf,29,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_029,email_attachments_001.pdf,10,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_030,email_duplicate_attachments_002.pdf,28,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_031,received_records_002.pdf,32,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_032,received_records_followups_003.pdf,29,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_033,ere_batch_001.pdf,14,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_034,ere_batch_002.pdf,30,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_035,email_attachments_001.pdf,11,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_036,email_duplicate_attachments_002.pdf,29,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_037,received_records_002.pdf,33,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_038,received_records_followups_003.pdf,30,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_039,ere_batch_001.pdf,15,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_040,ere_batch_002.pdf,31,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_041,email_attachments_001.pdf,12,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_042,email_duplicate_attachments_002.pdf,30,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_043,received_records_002.pdf,34,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_044,received_records_followups_003.pdf,31,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_045,ere_batch_001.pdf,16,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_046,ere_batch_002.pdf,32,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_047,email_attachments_001.pdf,13,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_048,email_duplicate_attachments_002.pdf,31,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_049,received_records_002.pdf,35,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_050,received_records_followups_003.pdf,32,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_051,ere_batch_001.pdf,17,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_052,ere_batch_002.pdf,33,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_053,email_attachments_001.pdf,14,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_054,email_duplicate_attachments_002.pdf,32,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_055,received_records_002.pdf,36,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_056,received_records_followups_003.pdf,33,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_057,ere_batch_001.pdf,18,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_058,ere_batch_002.pdf,34,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_059,email_attachments_001.pdf,15,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_060,email_duplicate_attachments_002.pdf,33,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_061,received_records_002.pdf,37,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_062,received_records_followups_003.pdf,34,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_063,ere_batch_001.pdf,19,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_064,ere_batch_002.pdf,35,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_065,email_attachments_001.pdf,16,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_066,email_duplicate_attachments_002.pdf,34,email_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_067,received_records_002.pdf,38,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_068,received_records_followups_003.pdf,35,received_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_069,ere_batch_001.pdf,20,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_explosion_visit_070,ere_batch_002.pdf,36,ere_records,visit_note,case_015,,native_text,none,clean,False,same_template_boilerplate_medlist
v2_case_015_standalone_med_trap_01,received_records_001.pdf,10,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_02,ere_batch_001.pdf,21,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_03,email_duplicate_attachments_002.pdf,35,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_04,claimant_upload_camera_001.pdf,4,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_05,received_records_001.pdf,11,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_06,ere_batch_001.pdf,22,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_07,email_duplicate_attachments_002.pdf,36,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_08,claimant_upload_camera_001.pdf,5,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_09,received_records_001.pdf,12,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_10,ere_batch_001.pdf,23,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_11,email_duplicate_attachments_002.pdf,37,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_12,claimant_upload_camera_001.pdf,6,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_13,received_records_001.pdf,13,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_14,ere_batch_001.pdf,24,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_15,email_duplicate_attachments_002.pdf,38,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_16,claimant_upload_camera_001.pdf,7,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_17,received_records_001.pdf,14,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_18,ere_batch_001.pdf,25,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_19,email_duplicate_attachments_002.pdf,39,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_20,claimant_upload_camera_001.pdf,8,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_21,received_records_001.pdf,15,received_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_22,ere_batch_001.pdf,26,ere_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_23,email_duplicate_attachments_002.pdf,40,email_records,medication_list,case_015,,native_text,none,clean,False,standalone_med_list_repeated
v2_case_015_standalone_med_trap_24,claimant_upload_camera_001.pdf,9,claimant_uploads,medication_list,case_015,,image_only,hard,camera_med_list,False,standalone_med_list_repeated
v2_case_015_explosion_lab_01,received_records_002.pdf,39,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_02,ere_reordered_batch_003.pdf,21,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_03,email_attachments_001.pdf,17,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_04,fax_records_001.pdf,16,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_05,received_records_002.pdf,40,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_06,ere_reordered_batch_003.pdf,22,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_07,email_attachments_001.pdf,18,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_08,fax_records_001.pdf,17,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_09,received_records_002.pdf,41,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_10,ere_reordered_batch_003.pdf,23,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_11,email_attachments_001.pdf,19,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_12,fax_records_001.pdf,18,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_13,received_records_002.pdf,42,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_14,ere_reordered_batch_003.pdf,24,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_15,email_attachments_001.pdf,20,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_16,fax_records_001.pdf,19,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_17,received_records_002.pdf,43,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_18,ere_reordered_batch_003.pdf,25,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_19,email_attachments_001.pdf,21,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_20,fax_records_001.pdf,20,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_21,received_records_002.pdf,44,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_22,ere_reordered_batch_003.pdf,26,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_23,email_attachments_001.pdf,22,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_24,fax_records_001.pdf,21,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_25,received_records_002.pdf,45,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_26,ere_reordered_batch_003.pdf,27,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_27,email_attachments_001.pdf,23,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_28,fax_records_001.pdf,22,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_lab_29,received_records_002.pdf,46,received_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_30,ere_reordered_batch_003.pdf,28,ere_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_31,email_attachments_001.pdf,24,email_records,lab_result,case_015,,native_text,none,clean,False,same_lab_layout_different_values
v2_case_015_explosion_lab_32,fax_records_001.pdf,23,fax_records,lab_result,case_015,,image_only,medium,fax_lab,False,same_lab_layout_different_values
v2_case_015_explosion_imaging_01,received_records_followups_003.pdf,36,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_02,ere_batch_001.pdf,27,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_03,email_duplicate_attachments_002.pdf,41,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_04,claimant_upload_mixed_002.pdf,6,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_05,received_records_followups_003.pdf,37,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_06,ere_batch_001.pdf,28,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_07,email_duplicate_attachments_002.pdf,42,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_08,claimant_upload_mixed_002.pdf,7,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_09,received_records_followups_003.pdf,38,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_10,ere_batch_001.pdf,29,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_11,email_duplicate_attachments_002.pdf,43,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_12,claimant_upload_mixed_002.pdf,8,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_13,received_records_followups_003.pdf,39,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_14,ere_batch_001.pdf,30,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_15,email_duplicate_attachments_002.pdf,44,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_16,claimant_upload_mixed_002.pdf,9,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_17,received_records_followups_003.pdf,40,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_18,ere_batch_001.pdf,31,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_19,email_duplicate_attachments_002.pdf,45,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_20,claimant_upload_mixed_002.pdf,10,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_21,received_records_followups_003.pdf,41,received_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_22,ere_batch_001.pdf,32,ere_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_23,email_duplicate_attachments_002.pdf,46,email_records,imaging_report,case_015,,native_text,none,clean,False,same_imaging_template_different_findings
v2_case_015_explosion_imaging_24,claimant_upload_mixed_002.pdf,11,claimant_uploads,imaging_report,case_015,,image_only,hard,camera_imaging,False,same_imaging_template_different_findings
v2_case_015_diverse_filler_01,received_records_001.pdf,16,received_records,procedure_note,case_015,,native_text,none,clean,False,same_boilerplate_different_content
v2_case_015_diverse_filler_02,ere_batch_002.pdf,37,ere_records,discharge_summary,case_015,,native_text,none,clean_with_stamp,False,
v2_case_015_diverse_filler_03,fax_records_002.pdf,17,fax_records,insurance_authorization,case_015,,image_only,medium,fax_degraded,False,same_boilerplate_different_content
v2_case_015_diverse_filler_04,email_attachments_001.pdf,25,email_records,procedure_note,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_05,claimant_upload_camera_001.pdf,10,claimant_uploads,discharge_summary,case_015,,image_only,hard,camera_shadow_crop,False,same_boilerplate_different_content
v2_case_015_diverse_filler_06,received_records_001.pdf,17,received_records,insurance_authorization,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_07,ere_batch_002.pdf,38,ere_records,procedure_note,case_015,,native_text,none,clean_with_stamp,False,same_boilerplate_different_content
v2_case_015_diverse_filler_08,fax_records_002.pdf,18,fax_records,discharge_summary,case_015,,image_only,medium,fax_degraded,False,
v2_case_015_diverse_filler_09,email_attachments_001.pdf,26,email_records,insurance_authorization,case_015,,native_text,none,clean,False,same_boilerplate_different_content
v2_case_015_diverse_filler_10,claimant_upload_camera_001.pdf,11,claimant_uploads,procedure_note,case_015,,image_only,hard,camera_shadow_crop,False,
v2_case_015_diverse_filler_11,received_records_001.pdf,18,received_records,discharge_summary,case_015,,native_text,none,clean,False,same_boilerplate_different_content
v2_case_015_diverse_filler_12,ere_batch_002.pdf,39,ere_records,insurance_authorization,case_015,,native_text,none,clean_with_stamp,False,
v2_case_015_diverse_filler_13,fax_records_002.pdf,19,fax_records,procedure_note,case_015,,image_only,medium,fax_degraded,False,same_boilerplate_different_content
v2_case_015_diverse_filler_14,email_attachments_001.pdf,27,email_records,discharge_summary,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_15,claimant_upload_camera_001.pdf,12,claimant_uploads,insurance_authorization,case_015,,image_only,hard,camera_shadow_crop,False,same_boilerplate_different_content
v2_case_015_diverse_filler_16,received_records_001.pdf,19,received_records,procedure_note,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_17,ere_batch_002.pdf,40,ere_records,discharge_summary,case_015,,native_text,none,clean_with_stamp,False,same_boilerplate_different_content
v2_case_015_diverse_filler_18,fax_records_002.pdf,20,fax_records,insurance_authorization,case_015,,image_only,medium,fax_degraded,False,
v2_case_015_diverse_filler_19,email_attachments_001.pdf,28,email_records,procedure_note,case_015,,native_text,none,clean,False,same_boilerplate_different_content
v2_case_015_diverse_filler_20,claimant_upload_camera_001.pdf,13,claimant_uploads,discharge_summary,case_015,,image_only,hard,camera_shadow_crop,False,
v2_case_015_diverse_filler_21,received_records_001.pdf,20,received_records,insurance_authorization,case_015,,native_text,none,clean,False,same_boilerplate_different_content
v2_case_015_diverse_filler_22,ere_batch_002.pdf,41,ere_records,procedure_note,case_015,,native_text,none,clean_with_stamp,False,
v2_case_015_diverse_filler_23,fax_records_002.pdf,21,fax_records,discharge_summary,case_015,,image_only,medium,fax_degraded,False,same_boilerplate_different_content
v2_case_015_diverse_filler_24,email_attachments_001.pdf,29,email_records,insurance_authorization,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_25,claimant_upload_camera_001.pdf,14,claimant_uploads,procedure_note,case_015,,image_only,hard,camera_shadow_crop,False,same_boilerplate_different_content
v2_case_015_diverse_filler_26,received_records_001.pdf,21,received_records,discharge_summary,case_015,,native_text,none,clean,False,
v2_case_015_diverse_filler_27,ere_batch_002.pdf,42,ere_records,insurance_authorization,case_015,,native_text,none,clean_with_stamp,False,same_boilerplate_different_content
v2_case_015_diverse_filler_28,fax_records_002.pdf,22,fax_records,procedure_note,case_015,,image_only,medium,fax_degraded,False,
v2_case_015_ocr_stress_easy_01,claimant_upload_mixed_002.pdf,12,claimant_uploads,visit_note,case_015,,image_only,easy,clean_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_medium_02,fax_records_002.pdf,23,fax_records,visit_note,case_015,,image_only,medium,fax_degraded,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_hard_03,claimant_upload_mixed_002.pdf,13,claimant_uploads,visit_note,case_015,,image_only,hard,hard_camera_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_trap_04,fax_records_002.pdf,24,fax_records,visit_note,case_015,,image_only,trap,ocr_trap_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_easy_05,claimant_upload_mixed_002.pdf,14,claimant_uploads,visit_note,case_015,,image_only,easy,clean_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_medium_06,fax_records_002.pdf,25,fax_records,visit_note,case_015,,image_only,medium,fax_degraded,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_hard_07,claimant_upload_mixed_002.pdf,15,claimant_uploads,visit_note,case_015,,image_only,hard,hard_camera_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_trap_08,fax_records_002.pdf,26,fax_records,visit_note,case_015,,image_only,trap,ocr_trap_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_easy_09,claimant_upload_mixed_002.pdf,16,claimant_uploads,visit_note,case_015,,image_only,easy,clean_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_medium_10,fax_records_002.pdf,27,fax_records,visit_note,case_015,,image_only,medium,fax_degraded,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_hard_11,claimant_upload_mixed_002.pdf,17,claimant_uploads,visit_note,case_015,,image_only,hard,hard_camera_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_trap_12,fax_records_002.pdf,28,fax_records,visit_note,case_015,,image_only,trap,ocr_trap_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_easy_13,claimant_upload_mixed_002.pdf,18,claimant_uploads,visit_note,case_015,,image_only,easy,clean_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_medium_14,fax_records_002.pdf,29,fax_records,visit_note,case_015,,image_only,medium,fax_degraded,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_hard_15,claimant_upload_mixed_002.pdf,19,claimant_uploads,visit_note,case_015,,image_only,hard,hard_camera_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_trap_16,fax_records_002.pdf,30,fax_records,visit_note,case_015,,image_only,trap,ocr_trap_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_easy_17,claimant_upload_mixed_002.pdf,20,claimant_uploads,visit_note,case_015,,image_only,easy,clean_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_medium_18,fax_records_002.pdf,31,fax_records,visit_note,case_015,,image_only,medium,fax_degraded,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_hard_19,claimant_upload_mixed_002.pdf,21,claimant_uploads,visit_note,case_015,,image_only,hard,hard_camera_scan,False,ocr_stress_nonduplicate
v2_case_015_ocr_stress_trap_20,fax_records_002.pdf,32,fax_records,visit_note,case_015,,image_only,trap,ocr_trap_scan,False,ocr_stress_nonduplicate
